Date,Transaction Description,Debit,Credit,Balance,Category 1,Category 2,Category 3,DR/CR
2026-01-28,Optus ,41,0,569,Expense,Personal,Mobile Phone,DR
2026-02-01,Monthly Income,0,6542,7111,Income,Income,Wages,CR
2026-02-02,KU Children's Services ,275,0,6836,Expense,Personal,Children & Family,DR
2026-02-03,NRMA Roadside Assistance ,73,0,6763,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2026-02-03,Rebel Sport ,334,0,6429,Expense,Personal,Fitness & Wellbeing,DR
2026-02-03, Brisbane City Council ,203,0,6226,Expense,Household,Rates & Insurance,DR
2026-02-04,Stan ,161,0,6065,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2026-02-04,Booktopia ,555,0,5510,Expense,Leisure & Lifestyle,Hobbies,DR
2026-02-05,Hobart Brewing Company ,243,0,5267,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2026-02-05,Tennis Australia ,354,0,4913,Expense,Personal,Fitness & Wellbeing,DR
2026-02-06,Physiotherapy Clinic ,220,0,4693,Expense,Personal,Health & Medical,DR
2026-02-06,Chemist Warehouse ,349,0,4344,Expense,Personal,Health & Medical,DR
2026-02-06,SEQTA ,233,0,4111,Expense,Personal,Education,DR
2026-02-07,Caltex Woolworths ,364,0,3747,Expense,Transport,Fuel,DR
2026-02-07,Adairs ,238,0,3509,Expense,Household,"Furniture, Electronics & Homewares",DR
2026-02-07,Bulk Billing Doctor ,189,0,3320,Expense,Personal,Health & Medical,DR
2026-02-07,eBay Sales Proceeds ,188,0,3132,Income,Income,Other Income,DR
2026-02-08,The Coffee Club ,154,0,2978,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
2026-02-08,Timezone ,266,0,2712,Expense,Leisure & Lifestyle,Entertainment,DR
2026-02-08,Surfstitch ,257,0,2455,Expense,Personal,Clothing & Accessories,DR
2026-02-09,BrewDog ,235,0,2220,Expense,Leisure & Lifestyle,Alcohol,DR
2026-02-09,Decathlon ,180,0,2040,Expense,Personal,Fitness & Wellbeing,DR
2026-02-10,Target ,68,0,1972,Expense,Personal,Clothing & Accessories,DR
2026-02-11,Disney+ ,71,0,1901,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2026-02-11,Dental Clinic ,131,0,1770,Expense,Personal,Health & Medical,DR
2026-02-12,Beach Café ,19,0,1751,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
2026-02-13,AMF Bowling ,105,0,1646,Expense,Leisure & Lifestyle,Entertainment,DR
2026-02-13,TerryWhite Chemmart ,79,0,1567,Expense,Personal,Health & Medical,DR
2026-02-13,Taronga Zoo ,79,0,1488,Expense,Leisure & Lifestyle,Entertainment,DR
2026-02-13,Target ,115,0,1373,Expense,Personal,Clothing & Accessories,DR
2026-02-13,Bridgestone Select ,87,0,1286,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2026-02-14,The Espy ,118,0,1168,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2026-02-14,Uber ,12,0,1156,Expense,Transport,Taxies & Share Cars,DR
2026-02-15,Airbnb Host Income ,40,0,1116,Income,Income,Other Income,DR
2026-02-15,Hobart Brewing Company ,49,0,1067,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2026-02-16,Local Hospital ,30,0,1037,Expense,Personal,Health & Medical,DR
2026-02-17,Billabong ,28,0,1009,Expense,Personal,Clothing & Accessories,DR
2026-02-17,Snap Fitness ,16,0,993,Expense,Personal,Fitness & Wellbeing,DR
2026-02-19,Gold's Gym ,41,0,952,Expense,Personal,Fitness & Wellbeing,DR
2026-02-19,Toys 'R' Us ,54,0,898,Expense,Personal,CHildren & Family,DR
2026-02-20,Westpac Dividend Deposit ,78,0,820,Income,Income,Investments,DR
2026-02-20, National Bank ,33,0,787,Expense,Personal,Fees & Charges,DR
2026-02-20,Interest Payment from Commonwealth Bank ,39,0,748,Income,Income,Investments,DR
2026-02-21, Jim’s Building Inspections ,62,0,686,Expense,Household,Maintenance & Improvements,DR
2026-02-21,Karate for Kids ,60,0,626,Expense,Personal,Fitness & Wellbeing,DR
2026-02-21, Slater and Gordon Lawyers ,48,0,578,Expense,Personal,Life Admin,DR
2026-02-22,QBE Insurance Claim Payout ,39,0,539,Income,Income,Other Income,DR
2026-02-22,Stan ,48,0,491,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2026-02-24,Origin Energy ,15,0,476,Expense,Household,Utilities,DR
2026-02-24,Petbarn ,41,0,435,Expense,Household,Pets,DR
2026-02-24,Vodafone Prepaid ,36,0,399,Expense,Personal,Mobile Phone,DR
2026-02-25,Green Slip Insurance ,30,0,369,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2026-02-25,Guzman y Gomez ,25,0,344,Expense,Leisure & Lifestyle,Takeaway,DR
2026-02-25,Coles Express ,7,0,337,Expense,Transport,Fuel,DR
2026-02-25,Eau De Vie ,9,0,328,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2026-02-25,National Hearing Care ,17,0,311,Expense,Personal,Health & Medical,DR
2026-02-25,Ultra Tune ,22,0,289,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2026-02-25,Decathlon ,23,0,266,Expense,Personal,Fitness & Wellbeing,DR
2026-02-26,Gold's Gym ,27,0,239,Expense,Personal,Fitness & Wellbeing,DR
2026-02-27,Dymocks ,20,0,219,Expense,Leisure & Lifestyle,Hobbies,DR
2026-03-01,Monthly Income,0,6542,6761,Income,Income,Wages,CR
2026-03-02,Chinatown Night Market ,507,0,6254,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2026-03-03,McDonald’s ,513,0,5741,Expense,Leisure & Lifestyle,Takeaway,DR
2026-03-03,Petbarn ,260,0,5481,Expense,Household,Pets,DR
2026-03-04,Fitness First ,450,0,5031,Expense,Personal,Fitness & Wellbeing,DR
2026-03-04,Centrelink JobSeeker Payment ,71,0,4960,Income,Income,Other Income,DR
2026-03-04,Apple Music ,479,0,4481,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2026-03-05,G8 Education ,175,0,4306,Expense,Personal,Children & Family,DR
2026-03-06, Fantastic Furniture ,173,0,4133,Expense,Household,"Furniture, Electronics & Homewares",DR
2026-03-07,Spotify ,134,0,3999,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2026-03-07,Sunburn Swimwear ,390,0,3609,Expense,Personal,Clothing & Accessories,DR
2026-03-07,Gold's Gym ,219,0,3390,Expense,Personal,Fitness & Wellbeing,DR
2026-03-08,Green Slip Insurance ,75,0,3315,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2026-03-08,Greencross Vets ,277,0,3038,Expense,Household,Pets,DR
2026-03-09,Medicare Claim ,298,0,2740,Expense,Personal,Health & Medical,DR
2026-03-09,Campion Education ,80,0,2660,Expense,Personal,Children & Family,DR
2026-03-09,Quay Restaurant ,139,0,2521,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2026-03-10, The Good Guys ,46,0,2475,Expense,Household,"Furniture, Electronics & Homewares",DR
2026-03-11, EnergyAustralia ,234,0,2241,Expense,Household,Utilities,DR
2026-03-11,Westpac Dividend Deposit ,189,0,2052,Income,Income,Investments,DR
2026-03-11,Campion Education ,128,0,1924,Expense,Personal,Children & Family,DR
2026-03-13,Bunnings Warehouse ,124,0,1800,Expense,Household,Maintenance & Improvements,DR
2026-03-13,Boost Juice Bars ,14,0,1786,Expense,Leisure & Lifestyle,Takeaway,DR
2026-03-14,The Australian ,165,0,1621,Expense,Personal,Education,DR
2026-03-14,Goodstart Early Learning ,108,0,1513,Expense,Personal,Children & Family,DR
2026-03-15,Childcare Payments ,104,0,1409,Expense,Personal,Children & Family,DR
2026-03-15,EnergyAustralia ,23,0,1386,Expense,Household,Utilities,DR
2026-03-15,Greencross Vets ,98,0,1288,Expense,Household,Pets,DR
2026-03-15,Campion Education ,12,0,1276,Expense,Personal,Children & Family,DR
2026-03-15,Campion Education ,85,0,1191,Expense,Personal,Children & Family,DR
2026-03-16,Country Road ,19,0,1172,Expense,Personal,Clothing & Accessories,DR
2026-03-16,Grill'd ,111,0,1061,Expense,Leisure & Lifestyle,Takeaway,DR
2026-03-16,Service NSW ,16,0,1045,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2026-03-17,Billabong ,79,0,966,Expense,Personal,Clothing & Accessories,DR
2026-03-18,MyCar Tyre & Auto ,38,0,928,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2026-03-18,Salary Deposit from Woolworths Group ,15,0,913,Income,Income,Wages,DR
2026-03-19, Meriton Apartments ,69,0,844,Expense,Household,Rates & Insurance,DR
2026-03-19,IKEA ,58,0,786,Expense,Household,Maintenance & Improvements,DR
2026-03-20,The Body Shop ,50,0,736,Expense,Personal,Hair & Beauty,DR
2026-03-20,Adobe Creative Cloud ,70,0,666,Expense,Leisure & Lifestyle,Hobbies,DR
2026-03-20,Sydney Water ,7,0,659,Expense,Household,Utilities,DR
2026-03-21,Decathlon ,46,0,613,Expense,Personal,Fitness & Wellbeing,DR
2026-03-21,Petbarn ,58,0,555,Expense,Household,Pets,DR
2026-03-21,Microsoft 365 ,21,0,534,Expense,Personal,Education,DR
2026-03-22,Flight Centre ,33,0,501,Expense,Leisure & Lifestyle,Holidays & Travel,DR
2026-03-22,Jetts Fitness ,39,0,462,Expense,Personal,Fitness & Wellbeing,DR
2026-03-22,Spotify ,18,0,444,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2026-03-23,Harvey Norman ,38,0,406,Expense,Household,"Furniture, Electronics & Homewares",DR
2026-03-23,Big W ,6,0,400,Expense,Personal,Children & Family,DR
2026-03-23,Payday Advance ,24,0,376,Income,Income,Other Income,DR
2026-03-23,Harvey Norman ,5,0,371,Expense,Household,"Furniture, Electronics & Homewares",DR
2026-03-23,Spotlight ,27,0,344,Expense,Leisure & Lifestyle,Hobbies,DR
2026-03-24,Grill’d ,12,0,332,Expense,Leisure & Lifestyle,Takeaway,DR
2026-03-25,eBay Sales Proceeds ,23,0,309,Income,Income,Other Income,DR
2026-03-26,BP ,11,0,298,Expense,Transport,Fuel,DR
2026-03-26,Apple Store ,7,0,291,Expense,Leisure & Lifestyle,Electronics,DR
2026-03-27,Beacon Lighting ,14,0,277,Expense,Household,Maintenance & Improvements,DR
2026-03-27,Domino’s Pizza ,15,0,262,Expense,Leisure & Lifestyle,Takeaway,DR
2026-03-28,Coles ,24,0,238,Expense,Household,Groceries,DR
2026-03-28,Salary Deposit from Woolworths Group ,15,0,223,Income,Income,Wages,DR
2026-03-28,Gardening Australia ,5,0,218,Expense,Household,Maintenance & Improvements,DR
2026-04-01,Monthly Income,0,6542,6760,Income,Income,Wages,CR
2026-04-02,Adairs ,137,0,6623,Expense,Household,"Furniture, Electronics & Homewares",DR
2026-04-02,Catholic Education Office ,207,0,6416,Expense,Personal,Education,DR
2026-04-03,Harvey Norman ,220,0,6196,Expense,Household,"Furniture, Electronics & Homewares",DR
2026-04-03,Origin Energy ,502,0,5694,Expense,Household,Utilities,DR
2026-04-03,Toys 'R' Us ,530,0,5164,Expense,Personal,CHildren & Family,DR
2026-04-04,Eat Street Northshore ,184,0,4980,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2026-04-06,Harvey Norman ,384,0,4596,Expense,Household,"Furniture, Electronics & Homewares",DR
2026-04-06,SEQTA ,366,0,4230,Expense,Personal,Education,DR
2026-04-06,Campion Education ,141,0,4089,Expense,Personal,Children & Family,DR
2026-04-08, BSA Ltd ,267,0,3822,Expense,Household,Maintenance & Improvements,DR
2026-04-09,Tennis Australia ,338,0,3484,Expense,Personal,Fitness & Wellbeing,DR
2026-04-09,Target ,269,0,3215,Expense,Personal,Clothing & Accessories,DR
2026-04-10,Binge ,42,0,3173,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2026-04-10,Zarraffa's Coffee ,204,0,2969,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
2026-04-10,Medicare Claim ,27,0,2942,Expense,Personal,Health & Medical,DR
2026-04-10,Who Gives A Crap ,99,0,2843,Expense,Household,Groceries,DR
2026-04-11,Kmart Tyre & Auto Service ,86,0,2757,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2026-04-12,Hungry Jack’s ,199,0,2558,Expense,Leisure & Lifestyle,Takeaway,DR
2026-04-12,Endota Spa ,218,0,2340,Expense,Personal,Fitness & Wellbeing,DR
2026-04-13,Priceline Pharmacy ,16,0,2324,Expense,Personal,Health & Medical,DR
2026-04-16,VicRoads ,71,0,2253,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2026-04-17,BWS ,99,0,2154,Expense,Leisure & Lifestyle,Alcohol,DR
2026-04-18,Sunnybank Hotel ,207,0,1947,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2026-04-18,VicRoads ,77,0,1870,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2026-04-19,Officeworks ,39,0,1831,Expense,Personal,Life Admin,DR
2026-04-20,Supercheap Auto ,53,0,1778,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2026-04-20,Liquorland ,111,0,1667,Expense,Leisure & Lifestyle,Alcohol,DR
2026-04-21,Budget Direct Car Insurance ,50,0,1617,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2026-04-21,YMCA ,92,0,1525,Expense,Personal,Fitness & Wellbeing,DR
2026-04-21,Little Athletics ,126,0,1399,Expense,Personal,Fitness & Wellbeing,DR
2026-04-23,Surf Dive 'n Ski ,18,0,1381,Expense,Personal,Clothing & Accessories,DR
2026-04-23,Car Wash Cafe ,91,0,1290,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2026-04-23,Jetts Fitness ,48,0,1242,Expense,Personal,Fitness & Wellbeing,DR
2026-04-23,Gold's Gym ,28,0,1214,Expense,Personal,Fitness & Wellbeing,DR
2026-04-24,Foxtel ,79,0,1135,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2026-04-24,Spotify ,109,0,1026,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2026-04-25,Village Cinemas ,52,0,974,Expense,Leisure & Lifestyle,Entertainment,DR
2026-04-25,Payday Advance ,60,0,914,Income,Income,Other Income,DR
2026-04-26,Lorna Jane ,29,0,885,Expense,Personal,Clothing & Accessories,DR
2026-04-27, National Bank ,34,0,851,Expense,Personal,Fees & Charges,DR
2026-04-27,Rebel Sport ,73,0,778,Expense,Personal,Fitness & Wellbeing,DR
2026-04-28,Endota Spa ,33,0,745,Expense,Personal,Fitness & Wellbeing,DR
2026-04-28,Surfstitch ,35,0,710,Expense,Personal,Clothing & Accessories,DR
2026-05-01,Monthly Income,0,6542,7252,Income,Income,Wages,CR
2026-05-02,The Coffee Club ,63,0,7189,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
2026-05-04,Upwork Freelancer Payment ,428,0,6761,Income,Income,Other Income,DR
2026-05-04,ABC Reading Eggs ,114,0,6647,Expense,Personal,Education,DR
2026-05-05,The Iconic ,617,0,6030,Expense,Personal,Clothing & Accessories,DR
2026-05-05,Telstra ,363,0,5667,Expense,Personal,Mobile Phone,DR
2026-05-05,Rebel Sport ,507,0,5160,Expense,Personal,Fitness & Wellbeing,DR
2026-05-07,Ice Cream Parlour ,21,0,5139,Expense,Leisure & Lifestyle,Takeaway,DR
2026-05-07,Le Creuset ,286,0,4853,Expense,Household,"Furniture, Electronics & Homewares",DR
2026-05-07,Salary Deposit from Woolworths Group ,304,0,4549,Income,Income,Wages,DR
2026-05-08,Village Cinemas ,365,0,4184,Expense,Leisure & Lifestyle,Entertainment,DR
2026-05-08,Surf Dive 'n Ski ,365,0,3819,Expense,Personal,Clothing & Accessories,DR
2026-05-09, EnergyAustralia ,315,0,3504,Expense,Household,Utilities,DR
2026-05-09,Netflix ,16,0,3488,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2026-05-09,Disney+ ,334,0,3154,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2026-05-10,The Espy ,258,0,2896,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2026-05-10,Westpac Dividend Deposit ,16,0,2880,Income,Income,Investments,DR
2026-05-10,IKEA ,158,0,2722,Expense,Household,Maintenance & Improvements,DR
2026-05-11,The Australian ,174,0,2548,Expense,Personal,Education,DR
2026-05-11, Jim’s Building Inspections ,58,0,2490,Expense,Household,Maintenance & Improvements,DR
2026-05-11,Childcare Payments ,22,0,2468,Expense,Personal,Children & Family,DR
2026-05-12,Country Road ,34,0,2434,Expense,Personal,Clothing & Accessories,DR
2026-05-12,Officeworks ,153,0,2281,Expense,Personal,Life Admin,DR
2026-05-12, Rentokil ,112,0,2169,Expense,Household,Maintenance & Improvements,DR
2026-05-13,AMF Bowling ,82,0,2087,Expense,Leisure & Lifestyle,Entertainment,DR
2026-05-13,Bridgestone Select ,172,0,1915,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2026-05-14,Interest Payment from Commonwealth Bank ,95,0,1820,Income,Income,Investments,DR
2026-05-14,Pizza Hut ,170,0,1650,Expense,Leisure & Lifestyle,Takeaway,DR
2026-05-14,Hobart Brewing Company ,127,0,1523,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2026-05-14,Priceline Pharmacy ,62,0,1461,Expense,Personal,Health & Medical,DR
2026-05-15,Specsavers ,59,0,1402,Expense,Personal,Health & Medical,DR
2026-05-16,Physiotherapy Clinic ,51,0,1351,Expense,Personal,Health & Medical,DR
2026-05-16,Rental Deposit from RealEstate.com.au ,45,0,1306,Income,Income,Other Income,DR
2026-05-17,Guzman y Gomez ,58,0,1248,Expense,Leisure & Lifestyle,Takeaway,DR
2026-05-17,Tennis Australia ,96,0,1152,Expense,Personal,Fitness & Wellbeing,DR
2026-05-18,The Ivy ,45,0,1107,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2026-05-19,Bulk Billing Doctor ,96,0,1011,Expense,Personal,Health & Medical,DR
2026-05-19,eBay Sales Proceeds ,14,0,997,Income,Income,Other Income,DR
2026-05-19,The Ivy ,49,0,948,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2026-05-20,EB Games ,6,0,942,Expense,Leisure & Lifestyle,"Apps, Games & Software",DR
2026-05-20,Netflix ,66,0,876,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2026-05-21,Chiropractor ,60,0,816,Expense,Personal,Health & Medical,DR
2026-05-21,The Body Shop ,82,0,734,Expense,Personal,Hair & Beauty,DR
2026-05-21,Kumon ,41,0,693,Expense,Personal,Education,DR
2026-05-21,David Jones ,25,0,668,Expense,Personal,Clothing & Accessories,DR
2026-05-22,Zone Bowling ,39,0,629,Expense,Leisure & Lifestyle,Entertainment,DR
2026-05-22,Le Creuset ,10,0,619,Expense,Household,"Furniture, Electronics & Homewares",DR
2026-05-24,JAX Tyres ,51,0,568,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2026-05-24,Airbnb Host Income ,51,0,517,Income,Income,Other Income,DR
2026-05-25,Beachfront Markets ,44,0,473,Expense,Personal,Clothing & Accessories,DR
2026-05-25,Coles Express ,26,0,447,Expense,Transport,Fuel,DR
2026-05-26,QBE Insurance Claim Payout ,22,0,425,Income,Income,Other Income,DR
2026-05-26,Dental Clinic ,12,0,413,Expense,Personal,Health & Medical,DR
2026-05-27,Interest Payment from Commonwealth Bank ,32,0,381,Income,Income,Investments,DR
2026-05-27,Budget Direct Car Insurance ,26,0,355,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2026-05-28,The Coffee Club ,33,0,322,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
2026-05-28,Westpac Dividend Deposit ,29,0,293,Income,Income,Investments,DR
2026-05-28,Airbnb Host Income ,12,0,281,Income,Income,Other Income,DR
2026-06-01,Monthly Income,0,6542,6823,Income,Income,Wages,CR
2026-06-03,Aqua Fun Park ,670,0,6153,Expense,Leisure & Lifestyle,Holidays & Travel,DR
2026-06-04,Chemist Warehouse ,163,0,5990,Expense,Personal,Health & Medical,DR
2026-06-05,Billabong ,152,0,5838,Expense,Personal,Clothing & Accessories,DR
2026-06-06, Fantastic Furniture ,441,0,5397,Expense,Household,"Furniture, Electronics & Homewares",DR
2026-06-06,Zone Bowling ,10,0,5387,Expense,Leisure & Lifestyle,Entertainment,DR
2026-06-06,Domino’s Pizza ,249,0,5138,Expense,Leisure & Lifestyle,Takeaway,DR
2026-06-06,Montessori Schools ,344,0,4794,Expense,Personal,Education,DR
2026-06-07,Karate for Kids ,6,0,4788,Expense,Personal,Fitness & Wellbeing,DR
2026-06-09,Village Cinemas ,218,0,4570,Expense,Leisure & Lifestyle,Entertainment,DR
2026-06-10,Soccer Clubs ,285,0,4285,Expense,Personal,Fitness & Wellbeing,DR
2026-06-10, Metricon ,184,0,4101,Expense,Household,Maintenance & Improvements,DR
2026-06-10,JAX Tyres ,288,0,3813,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2026-06-10,The Sydney Morning Herald ,351,0,3462,Expense,Personal,Education,DR
2026-06-10,Freedom Furniture ,176,0,3286,Expense,Household,Maintenance & Improvements,DR
2026-06-11,Caltex ,39,0,3247,Expense,Transport,Fuel,DR
2026-06-12,Medicare Claim ,256,0,2991,Expense,Personal,Health & Medical,DR
2026-06-12,Dymocks ,138,0,2853,Expense,Leisure & Lifestyle,Hobbies,DR
2026-06-14,Payday Advance ,79,0,2774,Income,Income,Other Income,DR
2026-06-14,MyCar Tyre & Auto ,230,0,2544,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2026-06-15,Bunnings Warehouse ,22,0,2522,Expense,Household,Maintenance & Improvements,DR
2026-06-15,Catholic Education Office ,60,0,2462,Expense,Personal,Education,DR
2026-06-16,Booktopia ,223,0,2239,Expense,Leisure & Lifestyle,Hobbies,DR
2026-06-16,Endota Spa ,84,0,2155,Expense,Personal,Fitness & Wellbeing,DR
2026-06-17,Billabong ,70,0,2085,Expense,Personal,Clothing & Accessories,DR
2026-06-17,EB Games ,201,0,1884,Expense,Leisure & Lifestyle,"Apps, Games & Software",DR
2026-06-19,Toys 'R' Us ,68,0,1816,Expense,Personal,CHildren & Family,DR
2026-06-19,Vodafone Prepaid ,168,0,1648,Expense,Personal,Mobile Phone,DR
2026-06-20,Sydney Water ,142,0,1506,Expense,Household,Utilities,DR
2026-06-20,CommSec Share Trading Gains ,27,0,1479,Income,Income,Investments,DR
2026-06-21,ABC Reading Eggs ,140,0,1339,Expense,Personal,Education,DR
2026-06-22,National Hearing Care ,22,0,1317,Expense,Personal,Health & Medical,DR
2026-06-22,Local Fish and Chips ,80,0,1237,Expense,Leisure & Lifestyle,Takeaway,DR
2026-06-22,The Baxter Inn ,27,0,1210,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2026-06-23,Massage Therapy Center ,82,0,1128,Expense,Personal,Health & Medical,DR
2026-06-23,The Rocks Bar and Pub ,22,0,1106,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2026-06-25,The Ivy ,77,0,1029,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2026-06-25, EnergyAustralia ,26,0,1003,Expense,Household,Utilities,DR
2026-06-25,Liquorland ,81,0,922,Expense,Leisure & Lifestyle,Alcohol,DR
2026-06-26,Big W ,65,0,857,Expense,Personal,Children & Family,DR
2026-06-26,Taronga Zoo ,27,0,830,Expense,Leisure & Lifestyle,Entertainment,DR
2026-06-27,Centrelink JobSeeker Payment ,28,0,802,Income,Income,Other Income,DR
2026-06-27,Guardian Childcare & Education ,68,0,734,Expense,Personal,Children & Family,DR
2026-06-28, Fantastic Furniture ,41,0,693,Expense,Household,"Furniture, Electronics & Homewares",DR
2026-07-01,Monthly Income,0,6542,7235,Income,Income,Wages,CR
2026-07-02,IKEA ,327,0,6908,Expense,Household,Maintenance & Improvements,DR
2026-07-02,AustralianSuper Pension ,389,0,6519,Income,Income,Other Income,DR
2026-07-02,Ballet Schools ,17,0,6502,Expense,Personal,Fitness & Wellbeing,DR
2026-07-03,McDonald’s ,170,0,6332,Expense,Leisure & Lifestyle,Takeaway,DR
2026-07-03,Beacon Lighting ,93,0,6239,Expense,Household,Maintenance & Improvements,DR
2026-07-04,BrewDog ,164,0,6075,Expense,Leisure & Lifestyle,Alcohol,DR
2026-07-05,NRMA Roadside Assistance ,165,0,5910,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2026-07-06,Optus ,462,0,5448,Expense,Personal,Mobile Phone,DR
2026-07-07,Local Hospital ,112,0,5336,Expense,Personal,Health & Medical,DR
2026-07-07,The Espy ,489,0,4847,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2026-07-07,Rip Curl ,92,0,4755,Expense,Personal,Clothing & Accessories,DR
2026-07-07,Green Slip Insurance ,319,0,4436,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2026-07-10,Ballet Schools ,93,0,4343,Expense,Personal,Fitness & Wellbeing,DR
2026-07-11,The Baxter Inn ,344,0,3999,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2026-07-11,Bulk Billing Doctor ,104,0,3895,Expense,Personal,Health & Medical,DR
2026-07-11,Chiropractor ,297,0,3598,Expense,Personal,Health & Medical,DR
2026-07-11,Specsavers ,311,0,3287,Expense,Personal,Health & Medical,DR
2026-07-11,Tennis Australia ,171,0,3116,Expense,Personal,Fitness & Wellbeing,DR
2026-07-12,Queensland Urban Utilities ,156,0,2960,Expense,Household,Utilities,DR
2026-07-13,Kmart ,184,0,2776,Expense,Personal,Children & Family,DR
2026-07-13,Greencross Vets ,240,0,2536,Expense,Household,Pets,DR
2026-07-14,Village Cinemas ,208,0,2328,Expense,Leisure & Lifestyle,Entertainment,DR
2026-07-14, Jim’s Building Inspections ,70,0,2258,Expense,Household,Maintenance & Improvements,DR
2026-07-16,Anytime Fitness ,122,0,2136,Expense,Personal,Fitness & Wellbeing,DR
2026-07-16,Platypus Shoes ,22,0,2114,Expense,Personal,Clothing & Accessories,DR
2026-07-16, Rentokil ,19,0,2095,Expense,Household,Maintenance & Improvements,DR
2026-07-17,Timezone ,194,0,1901,Expense,Leisure & Lifestyle,Entertainment,DR
2026-07-19,David Jones ,167,0,1734,Expense,Personal,Clothing & Accessories,DR
2026-07-22,The Athlete's Foot ,27,0,1707,Expense,Personal,Clothing & Accessories,DR
2026-07-22,Snap Fitness ,156,0,1551,Expense,Personal,Fitness & Wellbeing,DR
2026-07-23,Domino’s Pizza ,149,0,1402,Expense,Leisure & Lifestyle,Takeaway,DR
2026-07-23,Surfstitch ,50,0,1352,Expense,Personal,Clothing & Accessories,DR
2026-07-23,Optus ,108,0,1244,Expense,Personal,Mobile Phone,DR
2026-07-24,Kumon ,36,0,1208,Expense,Personal,Education,DR
2026-07-24,Autobarn ,101,0,1107,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2026-07-24,G8 Education ,43,0,1064,Expense,Personal,Children & Family,DR
2026-07-26,Physiotherapy Clinic ,79,0,985,Expense,Personal,Health & Medical,DR
2026-07-26,Target ,27,0,958,Expense,Personal,Clothing & Accessories,DR
2026-07-26,Barbeques Galore ,27,0,931,Expense,Household,"Furniture, Electronics & Homewares",DR
2026-07-27, Jim's Mowing ,9,0,922,Expense,Household,Maintenance & Improvements,DR
2026-07-27,Guzman y Gomez ,64,0,858,Expense,Leisure & Lifestyle,Takeaway,DR
2026-07-27,The Coffee Club ,35,0,823,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
2026-07-28,Dental Clinic ,73,0,750,Expense,Personal,Health & Medical,DR
2026-08-01,Monthly Income,0,6542,7292,Income,Income,Wages,CR
2026-08-02, Fantastic Furniture ,659,0,6633,Expense,Household,"Furniture, Electronics & Homewares",DR
2026-08-02,Sunnybank Hotel ,418,0,6215,Expense,Leisure & Lifestyle,Pubs & Bars,DR
